@RELATION te_cnn_aae_embeddings

@ATTRIBUTE z0 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE z16 NUMERIC
@ATTRIBUTE z17 NUMERIC
@ATTRIBUTE z18 NUMERIC
@ATTRIBUTE z19 NUMERIC
@ATTRIBUTE z20 NUMERIC
@ATTRIBUTE z21 NUMERIC
@ATTRIBUTE z22 NUMERIC
@ATTRIBUTE z23 NUMERIC
@ATTRIBUTE z24 NUMERIC
@ATTRIBUTE z25 NUMERIC
@ATTRIBUTE z26 NUMERIC
@ATTRIBUTE z27 NUMERIC
@ATTRIBUTE z28 NUMERIC
@ATTRIBUTE z29 NUMERIC
@ATTRIBUTE z30 NUMERIC
@ATTRIBUTE z31 NUMERIC
@ATTRIBUTE z32 NUMERIC
@ATTRIBUTE z33 NUMERIC
@ATTRIBUTE z34 NUMERIC
@ATTRIBUTE z35 NUMERIC
@ATTRIBUTE z36 NUMERIC
@ATTRIBUTE z37 NUMERIC
@ATTRIBUTE z38 NUMERIC
@ATTRIBUTE z39 NUMERIC
@ATTRIBUTE z40 NUMERIC
@ATTRIBUTE z41 NUMERIC
@ATTRIBUTE z42 NUMERIC
@ATTRIBUTE z43 NUMERIC
@ATTRIBUTE z44 NUMERIC
@ATTRIBUTE z45 NUMERIC
@ATTRIBUTE z46 NUMERIC
@ATTRIBUTE z47 NUMERIC
@ATTRIBUTE z48 NUMERIC
@ATTRIBUTE z49 NUMERIC
@ATTRIBUTE z50 NUMERIC
@ATTRIBUTE z51 NUMERIC
@ATTRIBUTE z52 NUMERIC
@ATTRIBUTE z53 NUMERIC
@ATTRIBUTE z54 NUMERIC
@ATTRIBUTE z55 NUMERIC
@ATTRIBUTE z56 NUMERIC
@ATTRIBUTE z57 NUMERIC
@ATTRIBUTE z58 NUMERIC
@ATTRIBUTE z59 NUMERIC
@ATTRIBUTE z60 NUMERIC
@ATTRIBUTE z61 NUMERIC
@ATTRIBUTE z62 NUMERIC
@ATTRIBUTE z63 NUMERIC

@DATA
0.055268,-0.088050,-0.032255,-0.046937,0.793542,0.688500,-0.051318,-0.307774,1.197877,0.459932,0.006190,-0.947481,-0.881873,-0.302411,-0.031595,0.485557,0.102231,0.704407,0.286555,-0.320794,-0.132811,0.136714,-1.174153,-1.147596,-0.136465,-0.102330,-0.202484,-0.178980,0.139004,0.107653,-0.104423,-0.358879,0.056311,0.807785,1.521688,0.984645,-0.945915,0.263151,0.032683,-1.097191,-0.814974,-0.125914,-0.089839,-0.664625,-0.078328,0.435404,0.019223,-0.048296,-0.107132,0.195679,0.046879,0.121490,-1.022969,0.106900,-0.835127,-0.644483,-0.199622,1.605250,1.054247,0.310344,0.165160,1.114890,0.528322,-0.281791
0.225744,-0.617163,-0.007328,-0.314931,-0.221103,-0.177787,0.302195,0.262226,-0.427785,-0.234825,0.786367,0.194677,-0.075167,1.233583,-0.520230,-0.043697,-0.969101,-0.305440,0.174275,0.042262,-1.141641,0.986578,0.040557,0.105523,-0.241950,0.710576,1.048785,1.256046,-0.046617,-0.933229,-0.991205,0.089679,1.189679,-0.316852,-0.282272,-0.316590,0.373925,-0.109039,0.180093,0.216342,0.268348,0.219968,0.696398,0.373768,-0.221675,-1.436556,1.261414,-0.368653,-0.349387,0.822653,0.986639,-0.518361,0.029713,1.085200,0.428390,0.222032,1.497791,-0.342862,-0.402471,0.152514,-0.660282,-0.437678,-0.165070,0.415072
-0.308843,0.400164,-0.302237,0.862483,1.053327,0.552403,-0.550312,0.277487,1.100190,0.732015,0.012601,-0.912665,0.077876,-0.231186,0.326640,-0.033477,-0.149163,0.348590,0.207198,-0.792657,0.006644,0.151077,-0.852188,-0.971522,0.482155,0.242865,0.121501,-0.107570,0.686574,0.107775,-0.237685,-0.779791,-0.138724,0.562886,1.268198,0.959314,-1.135119,1.139843,0.171176,-0.419299,-1.099498,0.280411,-0.626634,-1.135833,-0.055403,0.231520,0.040541,-0.283282,-0.160088,-0.035227,0.033225,0.011951,-0.061677,-0.040462,-1.173019,-0.981867,-0.072505,0.869843,1.095450,0.085164,0.094687,0.214199,0.558504,-0.911093
-0.712881,1.238559,0.012541,0.795934,1.089608,0.463259,-0.792789,-0.073022,1.276227,0.066711,-0.254561,-1.022956,0.012875,-0.198473,0.096962,0.103106,0.134863,-0.370273,0.334915,-1.591485,0.037748,-0.261554,-0.412914,-1.144021,0.078445,-0.048648,-0.132559,-0.201183,1.175063,0.637075,0.251326,-1.216648,-0.217297,0.686731,1.227574,1.623851,-1.516371,1.135460,-0.114952,-1.103687,-0.408451,-0.629758,0.341829,-1.138254,0.615507,0.880602,-0.050196,-0.144765,-0.284130,-0.090744,-0.066895,-0.047856,-0.150523,-0.213939,-1.070451,-1.211360,-0.147715,1.490162,0.419993,-0.052963,0.244245,0.161725,1.170477,-0.351819
-0.310366,-0.667244,-0.320591,0.371897,-0.125281,0.056023,0.203744,0.823592,-0.282710,-0.292903,0.969322,0.161676,0.117389,0.817407,-0.641815,-0.788587,-0.910586,0.094488,0.837148,-0.139803,-1.180493,1.095238,0.140548,-0.054256,0.051337,0.613929,0.499705,1.177445,-0.045805,-0.953601,-1.083697,-0.020209,0.995466,-0.196359,-0.014670,-0.197708,0.144782,-0.166305,0.683060,0.054335,0.212218,0.663561,0.483214,0.055812,-0.023521,-1.057895,1.299437,-0.996003,-0.778817,0.955693,1.004026,-0.975509,-0.002861,1.114229,0.194642,0.185714,1.297224,-0.076598,-0.738470,-0.369149,-0.460922,-0.431336,0.062080,-0.065109
0.269029,0.039605,-0.052359,-0.191157,1.090541,0.602877,-0.147970,-0.134223,1.543691,0.381518,-0.276057,-1.085740,-0.512320,-0.218556,-0.031434,0.090871,0.159988,0.998555,0.304725,-0.782811,-0.042108,0.184073,-1.349207,-1.136052,-0.262087,0.026655,-0.118321,-0.101811,0.603050,0.071425,0.031459,-0.226116,0.012404,0.682083,1.519444,0.798972,-1.132527,0.260525,-0.025233,-0.669813,-1.056096,0.023605,0.352304,-0.592336,-0.064207,0.486167,-0.029738,-0.134247,-0.094250,0.034933,-0.096704,-0.037574,-0.940815,-0.128606,-1.607796,-0.469670,-0.221851,1.263453,1.207827,0.181289,0.206920,1.327308,0.119038,-0.609058
-0.088120,-0.325940,-0.343706,0.029412,0.975507,0.308268,-0.535298,-0.051563,1.376877,0.938629,0.055898,-0.398332,-0.943542,0.230422,-0.120194,0.804901,-0.298204,0.314780,-0.585624,-0.952258,0.048277,0.046787,-0.876190,-0.985509,0.855729,0.601414,0.182026,0.111064,0.729578,-0.146788,-0.240158,-0.376283,0.114930,0.790969,1.103990,0.554702,-0.854749,0.972398,0.184993,-0.821669,-0.415083,0.351761,0.001923,-0.653467,0.423774,-0.250640,0.038652,-0.263660,-0.421589,-0.236523,0.051652,0.238750,0.629349,0.060617,-1.221414,-0.629110,0.141546,0.968256,0.957588,0.263252,-0.199999,0.547333,0.440729,-0.488741
0.335155,-0.173445,-0.262369,-0.231137,1.151529,0.547986,-0.052583,-0.176499,1.488166,0.461932,-0.127054,-1.320062,-0.640089,-0.358432,0.131299,0.183886,-0.035559,0.665160,0.671993,-0.372624,0.137298,0.258073,-1.423240,-1.231004,-0.037672,0.343567,-0.027078,-0.228775,0.255732,0.195503,-0.255057,-0.348428,-0.051924,0.859748,1.757982,0.859171,-0.933731,0.121631,-0.143326,-0.767782,-1.055356,-0.077829,-0.413107,-0.954149,0.180704,0.394581,-0.029587,-0.382150,-0.166439,0.065415,-0.010877,0.000199,-1.121134,0.013781,-0.969183,-0.565151,-0.264328,1.535263,1.118722,0.210885,0.338980,1.292750,0.644886,-1.013658
-0.792659,0.133406,-0.400184,0.960985,0.497204,0.399769,-0.803730,0.249187,0.690756,0.241960,0.071881,-0.847591,-0.539457,0.127688,0.047354,0.549169,-0.111527,-0.298791,-0.250418,-1.314217,-0.062240,0.026535,-0.187874,-1.126011,0.583004,0.440405,0.392465,0.176625,1.178172,-0.134857,0.034241,-1.187517,0.138082,0.881827,0.781175,1.141393,-1.084117,1.161577,0.307554,-0.992734,0.133593,0.343393,0.209877,-0.634860,0.487905,-0.087945,0.130479,-0.327545,-0.756501,0.171743,0.116234,-0.128880,0.788746,0.099862,-0.891469,-1.220940,0.214894,1.162668,0.294341,0.533126,-0.263992,-0.130929,1.412071,-0.538296
-0.423243,0.354607,-0.037785,0.831759,0.619649,0.502134,-0.712187,0.255109,1.161671,0.650469,-0.249847,-0.816887,-0.109847,-0.128009,0.150875,0.265576,0.099930,0.220512,-0.119687,-0.629145,-0.087913,0.074863,-0.701138,-1.157420,0.209618,0.035512,0.385905,-0.151574,0.499465,0.110255,0.021871,-0.621243,0.185307,0.500862,1.180452,1.115463,-0.881702,0.903647,0.289824,-0.651845,-0.638690,0.426769,-0.553154,-0.825643,0.146055,0.312772,0.041527,-0.092777,-0.114331,0.037642,-0.076509,-0.087705,-0.063469,0.077647,-0.966685,-1.076552,-0.161570,1.139987,0.981215,0.248213,-0.164504,0.539491,0.717822,-0.825799
0.006986,-0.138277,-0.210492,0.279653,1.022392,0.848287,-0.342154,-0.304696,1.234327,0.488136,0.061704,-1.039735,-0.564684,-0.085337,0.063211,0.266483,-0.038425,0.948769,0.362495,-0.668500,-0.136067,0.235015,-0.998925,-1.094464,-0.224458,0.270664,0.111089,0.007323,0.904024,-0.008714,-0.355707,-0.479849,0.112148,0.552485,1.445549,0.799279,-0.984121,0.354979,0.009488,-0.743998,-1.074639,-0.171372,0.218654,-0.754831,-0.137757,0.332287,0.116871,-0.442654,-0.472758,0.039457,0.063767,0.054152,-0.662906,0.047103,-1.178015,-0.528199,-0.143326,1.241813,0.850400,0.371445,0.190342,1.015319,0.052592,-0.462712
-0.365427,-0.685957,-0.088683,0.030128,-0.193260,0.209239,-0.024937,0.080832,-0.040771,0.397104,0.436474,0.197286,-0.352519,1.071869,-0.727372,1.030887,-1.044168,-0.296304,-0.616757,0.007841,-0.837508,0.698956,0.202394,-0.038087,-0.530561,0.769802,0.604674,0.576786,0.508309,-0.739753,-0.613773,-0.208414,0.819201,-0.145262,-0.027740,-0.136226,-0.175282,-0.187904,-0.007566,-0.394056,-0.293671,0.163483,0.190319,0.417868,-0.396620,-1.256222,0.998322,-0.180299,-0.284842,0.373692,0.886196,0.249938,0.579366,1.088437,-0.181282,-0.254798,1.526145,0.569208,0.439867,1.299244,-1.136792,-0.216002,-0.173263,1.131358
-0.976867,0.378991,-0.422537,0.999400,0.622943,0.334545,-0.864263,0.306797,0.702804,0.056754,0.072845,-0.924551,-0.758931,0.293648,-0.222627,0.867121,-0.055002,-0.316598,-0.391309,-1.529759,0.053680,-0.267223,0.070073,-1.194161,0.509983,0.366558,0.155798,-0.025348,1.398327,0.050683,0.031507,-1.365935,-0.017001,1.159047,0.817869,1.215045,-1.132570,1.058947,0.054738,-1.117472,0.170605,0.127868,0.182786,-0.558271,0.717226,0.013336,0.081797,-0.372432,-0.747371,0.003496,0.041900,-0.073500,1.138766,0.076503,-0.773253,-1.326414,0.337063,1.275229,0.145927,0.534081,-0.337936,-0.502666,1.826159,-0.061805
-0.970071,0.377055,-0.403456,0.770826,0.524970,0.156705,-0.820094,0.005217,0.785686,0.055979,0.215159,-0.715187,-0.406720,0.131077,0.078508,0.398568,-0.074604,-0.460996,-0.298190,-1.433556,0.005826,-0.107695,-0.143942,-1.194710,0.765365,0.684774,0.070903,0.012955,1.168507,-0.145797,-0.086587,-1.395366,-0.117871,1.164058,0.712051,1.245101,-1.291213,1.146955,0.242006,-0.891035,0.022330,0.185625,0.469196,-0.687428,0.839876,-0.092512,-0.000892,-0.399249,-0.768739,0.063543,0.104828,-0.007641,1.037868,0.072505,-0.920667,-1.375659,0.325303,1.223789,0.150182,0.301646,-0.193796,-0.286184,1.762387,-0.738645
0.185581,-0.483297,-1.272141,0.415790,0.205099,0.126214,-0.377419,0.906853,0.222478,0.532892,0.651801,0.006569,-0.622340,1.006270,-0.739337,0.914916,-0.615920,0.344265,-0.635792,-0.228390,-0.959009,0.357045,0.383737,-0.283353,0.409034,0.940049,0.979814,0.530816,0.677562,-1.059570,-0.348249,-0.504226,0.907856,0.894541,0.100777,0.063565,-0.126003,0.255365,0.229313,-0.453447,-0.204532,0.884736,0.455911,0.216563,0.307039,-0.780126,0.824947,-0.795421,-0.931691,0.799533,0.744047,-0.058501,1.496275,1.276151,-0.078805,-0.341568,1.017330,0.152226,0.313030,0.742965,-1.128545,-0.606187,-0.244994,0.168840
-0.309580,-0.834127,-0.046375,0.256128,-0.399823,0.083856,0.037169,0.576730,-0.031028,-0.090866,0.382703,0.573537,-0.514352,0.979658,-0.711528,-0.110167,-0.733142,0.036276,-0.377553,0.010426,-0.689176,1.101650,0.518893,-0.264293,-0.396326,0.916988,0.617238,0.540700,-0.135804,-0.620737,-0.637057,-0.100855,1.182346,-0.211522,-0.150843,-0.107315,-0.028644,-0.332003,0.307971,-0.032257,-0.081895,0.561557,0.262550,0.613285,-0.262848,-1.495573,0.936992,-0.475408,-0.188884,0.418910,1.222178,0.219338,0.564648,1.379228,0.283593,-0.069747,1.636542,0.326504,-0.172952,0.624063,-1.261138,0.011931,-0.497455,0.495038
0.228200,-0.029974,-0.143964,-0.029455,0.860556,0.703341,-0.072502,-0.504734,1.625085,0.236299,0.029483,-0.912613,-0.827971,-0.348607,-0.059917,0.226375,0.095883,0.802039,0.536690,-0.813449,-0.008076,0.198875,-1.130181,-1.294219,-0.145728,0.290885,-0.332662,-0.302112,0.745011,0.107955,-0.106259,-0.639114,-0.178086,0.717200,1.642805,0.793947,-1.327684,-0.015961,-0.132458,-0.923435,-1.296590,-0.350682,0.146428,-0.800434,0.115410,0.470421,-0.090035,-0.530484,-0.019423,-0.031195,-0.168943,0.304510,-1.064213,-0.110565,-0.876450,-0.437574,-0.146785,1.641344,0.991188,0.148854,0.295830,1.407300,0.367443,-0.507249
-0.949724,0.613141,0.114338,-0.112844,0.699705,0.637198,-0.285373,-0.254724,1.593819,0.862028,-0.861261,-0.061517,-1.020399,-0.422187,0.129809,-0.347350,0.957180,0.873398,-0.746197,-0.084611,0.461598,-0.675756,0.273956,-0.997329,-0.007042,-0.444978,-0.501224,-1.069990,1.242328,0.801437,0.790074,-0.570819,-0.485416,1.033965,1.467744,1.028499,-1.310862,0.386102,-0.468046,-1.241323,-0.497719,-0.163276,-0.800215,0.311557,0.144116,1.002890,-0.436757,0.648110,0.461162,-0.349523,-0.371529,0.863538,0.326529,-0.194087,-0.898767,-1.072188,-0.558929,1.057761,1.289571,0.015414,-0.027508,0.211704,-0.229274,0.080206
0.164110,0.178165,-0.175422,-0.246691,1.279640,0.834568,-0.285907,0.007502,1.431960,0.690445,-0.115455,-1.305568,-0.266612,-0.233282,0.290749,0.538682,0.035291,0.678271,0.384695,-0.426470,-0.128155,0.116965,-1.424660,-1.087208,-0.184884,0.035396,0.044407,-0.006768,0.595893,0.006437,-0.404460,-0.122113,0.159835,0.501721,1.661469,0.857890,-0.929450,0.200178,-0.182435,-0.602351,-0.915689,-0.184889,0.078742,-0.948242,0.038087,0.366984,0.133191,-0.278961,-0.448029,0.078127,-0.006286,-0.119986,-1.042255,-0.012139,-1.375564,-0.674154,-0.225140,1.360184,1.311478,0.510882,0.243320,1.227198,0.077276,-0.780576
-0.044995,-0.073402,-0.131290,0.155204,0.852482,0.597699,-0.168300,-0.349609,1.213436,0.545723,0.088920,-1.119700,-0.430707,-0.324465,0.237790,0.335807,-0.047320,0.706178,0.434779,-0.339912,-0.097528,0.178739,-1.273167,-1.073094,0.041572,0.097074,-0.033216,-0.092122,0.455083,-0.066636,-0.412531,-0.431127,-0.069599,0.683567,1.524075,0.831887,-1.038088,0.359537,0.118840,-0.742163,-1.059651,-0.047339,-0.150730,-1.003276,0.036507,0.271442,0.019318,-0.342977,-0.438530,0.079304,0.008394,0.016606,-0.900523,0.009657,-0.999488,-0.700888,-0.067245,1.457051,1.202604,0.385671,0.245174,1.144463,0.548686,-0.715116
0.133741,0.125883,-1.398600,0.783371,0.407706,-0.264310,-0.583900,0.884195,0.491307,0.419693,0.384954,-0.374340,-0.109095,0.552869,-0.094635,0.509227,-0.609254,0.115505,-0.136332,-0.345884,-0.814580,0.279356,0.231051,-0.434390,0.694594,0.833516,1.104994,0.685423,0.655266,-0.801539,-0.072732,-0.729313,0.831795,0.832546,0.291409,0.354551,-0.545966,0.574400,0.514698,-0.384251,-0.069906,0.740988,0.256267,-0.490978,0.893293,-0.541568,0.706118,-0.853202,-1.348413,1.084289,0.456526,-0.331566,1.169001,0.796664,-0.165356,-0.532314,0.806957,0.229668,0.435296,0.489260,-0.729842,-0.458172,0.421363,-0.510049
-0.293992,0.370325,-0.021998,0.353669,0.898236,0.523617,-0.583259,-0.364931,1.247028,0.866351,-0.545808,-0.886342,-0.801079,-0.212232,0.043959,0.430540,0.406419,0.373748,-0.699683,-0.218914,0.085532,-0.300495,-0.364532,-0.961336,0.059407,-0.211249,0.088455,-0.432423,1.108758,0.369561,0.086359,-0.664450,-0.162332,0.725686,1.441246,0.691820,-1.102136,0.697272,-0.229407,-0.652081,-0.736480,-0.145536,-0.126110,-0.245023,-0.097182,0.458096,-0.148538,0.156975,-0.076483,-0.316659,-0.214042,0.321760,0.239991,-0.092725,-1.186062,-0.906976,-0.269482,0.885979,1.505386,0.174533,-0.029391,0.296838,0.171370,-0.317128
-0.462571,1.058948,0.355376,-0.242750,1.093749,0.410090,-0.377369,-0.561691,1.537934,0.764802,-0.630946,-0.489588,-0.402534,-0.720860,0.678536,-0.217923,0.876881,0.357909,-0.436069,-0.581787,0.351390,-0.697182,-0.501314,-1.118589,0.245803,-0.647526,-0.660024,-0.892845,0.838146,0.613136,0.648959,-0.698260,-0.639486,0.999075,1.537624,1.336090,-1.597487,0.768481,-0.762720,-0.764567,-0.577458,-0.733064,-0.191140,-0.541894,0.354356,1.175794,-0.515935,0.584201,0.448679,-0.542496,-0.596647,0.603093,-0.318421,-0.582567,-1.352250,-1.032288,-0.818088,0.984639,1.281630,-0.533272,0.659684,0.374551,0.424522,-0.699551
-0.326888,0.682155,0.140758,-0.029245,1.057936,0.351197,-0.349092,-0.643897,1.643830,0.715218,-0.621690,-0.534156,-0.405277,-0.562947,0.435293,-0.335702,0.626066,0.364817,-0.363775,-0.573829,0.444065,-0.570859,-0.292223,-0.988343,0.105828,-0.421641,-0.570946,-0.768292,0.774552,0.703070,0.527456,-0.566193,-0.537104,0.795471,1.569211,1.153743,-1.383785,0.811236,-0.376732,-0.962253,-0.703221,-0.367431,-0.455418,-0.545666,0.108809,0.976459,-0.457126,0.280307,0.340139,-0.487150,-0.492121,0.565777,-0.177713,-0.371160,-1.095857,-0.884094,-0.693200,1.178753,1.264339,-0.272809,0.459348,0.630681,0.361923,-0.443119
-0.755276,0.476115,-0.394239,0.784535,0.853517,0.065849,-0.880960,0.269693,0.769580,0.315088,0.120365,-0.927981,0.031431,0.270378,0.051248,0.692658,-0.222372,-0.324205,-0.317511,-1.557493,-0.210175,-0.136911,-0.177217,-1.095994,0.426983,0.414071,0.196055,0.000484,0.992201,-0.054775,0.021796,-1.217750,0.000945,0.943697,0.701150,1.395757,-1.164739,1.234917,0.153541,-0.838702,-0.227384,-0.053551,0.204884,-0.861375,0.605190,0.186564,0.154821,-0.164744,-0.754152,0.127296,-0.003724,-0.206832,0.858781,0.065408,-1.206735,-1.372019,0.128405,1.137601,0.332923,0.351023,-0.113232,-0.255477,1.726150,-0.339961
0.143595,-0.482660,-0.593030,0.433791,-0.079990,-0.010004,-0.005694,0.731514,0.025569,0.203327,1.038813,-0.101159,0.317044,0.878830,-0.439016,0.205859,-0.893876,0.102635,0.414771,-0.215478,-1.504989,0.780065,-0.222135,-0.043181,0.234493,0.450803,0.832575,1.066732,0.246241,-1.257347,-0.857279,-0.014043,0.935646,0.011531,0.112750,0.052005,-0.017397,0.218872,0.963206,-0.159561,-0.096755,0.773837,0.034465,-0.475093,0.019634,-0.602553,1.194472,-0.877324,-0.814053,1.112332,0.647899,-0.804048,0.134025,1.071671,-0.153170,-0.064140,0.944205,-0.165827,0.019772,-0.014450,-0.479557,-0.012737,-0.087899,0.042379
-0.334532,0.732511,0.307126,0.016766,0.920827,0.274417,-0.392102,-0.495905,1.719883,0.568962,-0.624384,-0.470535,-0.402132,-0.286927,0.309160,-0.197909,0.742370,0.737026,-0.529531,-0.733338,0.310471,-0.661337,-0.476818,-1.046579,0.104974,-0.544024,-0.411467,-0.807122,1.065510,0.508465,0.498563,-0.560564,-0.503533,0.896636,1.479647,1.174513,-1.399218,0.681635,-0.328009,-0.762423,-0.855092,-0.465192,-0.370908,-0.465869,0.247393,1.105174,-0.431722,0.374761,0.329008,-0.547011,-0.652283,0.512391,-0.079495,-0.427606,-1.383620,-0.887459,-0.613560,0.847755,1.196155,-0.372184,0.408882,0.617447,0.369982,-0.366391
-0.012491,-0.331963,-1.389080,0.580004,0.131159,0.034557,-0.351089,0.972718,0.312465,0.476040,0.828464,-0.106653,-0.370952,0.650596,-0.219684,0.650979,-0.676263,0.280367,-0.449596,-0.558878,-0.890865,0.207718,0.190886,-0.435284,0.646647,0.888960,0.733776,0.723498,0.858464,-1.026119,-0.273579,-0.679273,0.628590,0.921904,0.334185,0.246559,-0.397144,0.638431,0.743848,-0.427444,-0.235922,1.128464,0.185396,-0.223216,0.446316,-0.661335,0.631865,-0.951046,-0.753608,0.952313,0.393366,0.038862,1.580383,1.027721,-0.281912,-0.588348,0.904362,0.243466,0.351837,0.506313,-1.074373,-0.679913,0.362219,-0.280548
0.121457,-0.214968,-0.181939,0.191882,0.986782,0.563748,-0.163650,-0.144390,1.149421,0.452163,0.136494,-1.281300,-0.482904,-0.096480,0.071715,0.443428,-0.308822,0.500478,0.557199,-0.666178,-0.142145,0.336517,-1.232117,-1.081776,-0.009057,0.321793,0.205973,0.130328,0.570546,0.160082,-0.377011,-0.442237,0.095190,0.535555,1.532126,0.849833,-0.810375,0.581263,0.321386,-0.712134,-0.972605,-0.208922,-0.215621,-1.014338,-0.002950,0.210545,0.177261,-0.292049,-0.223091,0.141325,0.055093,-0.055622,-0.667092,0.062454,-1.064030,-0.559343,-0.125328,1.382740,0.805502,0.154634,0.145473,1.001459,0.796773,-0.603135
-0.003277,-0.195012,-1.157653,0.676779,0.477433,0.348020,-0.608041,1.148312,0.476446,0.803097,0.556079,-0.443685,-0.316239,0.700864,-0.441664,0.614112,-0.599067,0.173075,-0.321314,-0.406296,-0.977765,0.331319,0.041965,-0.523528,0.408882,0.933238,0.858318,0.580319,0.786782,-0.834483,-0.482649,-0.520804,0.727527,0.620062,0.526399,0.398307,-0.256509,0.594657,0.422633,-0.348585,-0.400583,1.034553,0.294946,-0.238285,0.228621,-0.498698,0.749689,-0.905674,-0.667529,0.733305,0.311815,-0.273932,1.215201,1.031552,-0.549996,-0.652066,0.617286,0.253169,0.446486,0.257465,-0.896191,-0.501788,0.273022,-0.580211
0.317467,-0.467458,-0.451253,-0.138000,-0.084392,-0.209950,0.078599,0.721240,-0.316290,0.044081,0.949123,0.101393,0.243744,0.929663,-0.343963,0.042333,-0.866569,-0.225603,0.158663,0.090892,-1.378479,0.883708,0.060103,-0.067227,-0.219196,0.571296,0.722427,1.127338,-0.324096,-1.053015,-0.957620,-0.057923,1.112137,-0.121796,-0.211775,-0.079337,0.204756,-0.255466,0.433835,0.233006,0.168686,0.367559,0.502232,0.057304,0.030668,-1.010478,1.215096,-0.595672,-0.585276,1.153549,0.883688,-0.669083,0.036156,1.240284,0.305685,-0.015968,1.236041,-0.189394,-0.198260,0.201233,-0.560615,-0.382699,-0.151449,0.133526
0.238338,-0.035803,-0.366935,-0.049225,1.282762,0.540811,-0.072426,-0.280894,1.347922,0.360263,0.239773,-1.155351,-0.378126,-0.204123,0.175803,0.183120,-0.097568,0.836429,0.544838,-0.642868,0.098666,0.104622,-1.256879,-1.070452,-0.046560,0.099957,-0.292693,-0.138450,0.575955,0.114838,-0.602710,-0.460872,-0.164520,0.781793,1.709974,0.835355,-0.948919,0.169787,-0.072698,-0.784536,-1.274879,-0.132207,-0.117651,-1.016028,-0.008224,0.334537,0.025840,-0.489047,-0.475191,0.020031,0.063054,-0.095358,-1.071874,0.067320,-0.856766,-0.619845,-0.066502,1.456783,1.068341,0.580335,0.267906,0.877330,0.592573,-0.604162
-0.222856,-0.020151,-0.329697,0.042937,1.083494,0.624033,-0.466454,0.184183,0.902423,0.607435,0.128630,-0.623716,-1.467159,0.078649,0.083152,0.801643,0.186629,0.835750,-0.463923,-0.911614,0.134807,0.009799,-0.949372,-1.242308,0.481215,0.337277,0.212468,-0.023036,1.261688,0.049646,-0.104477,-0.858108,-0.086479,1.144318,1.262840,0.604448,-1.042389,0.403375,-0.277669,-0.700387,-0.491129,0.106819,0.226914,-0.245907,0.434096,0.023659,-0.007888,0.089093,-0.229914,0.009747,0.230474,0.101710,0.203068,-0.077193,-1.051713,-0.690000,0.253800,0.571037,1.047563,0.766892,-0.241119,-0.180220,0.160540,-0.238019
-0.463902,0.248077,-0.129750,0.718982,1.187883,0.700534,-0.584612,0.168433,1.421153,0.748985,-0.440110,-0.492933,-0.221115,-0.370693,0.232418,-0.177844,0.168288,0.533540,-0.145408,-0.881584,0.340061,-0.005947,-0.458172,-1.076088,0.666755,-0.106590,-0.196063,-0.409037,0.370279,0.323887,0.212058,-0.459899,-0.007580,0.497849,1.212612,1.018299,-1.174701,1.091428,-0.206923,-0.781775,-0.677677,0.092394,-0.300744,-0.738407,-0.222297,0.180833,-0.155365,-0.004409,-0.471604,-0.361086,-0.100729,0.186560,-0.106905,-0.316468,-1.213467,-0.856969,-0.416775,1.222321,0.931690,0.125102,0.339392,0.490744,0.585936,-0.716275
-0.079324,-0.308395,-0.256094,0.316257,0.878707,0.545354,-0.577399,0.175702,1.172707,0.538832,0.036182,-0.345760,-1.023383,0.240241,-0.329845,0.513141,-0.171536,0.949736,-0.271657,-1.344761,0.011882,0.234700,-0.943554,-1.314731,0.371302,0.621500,0.254484,0.093647,0.490496,-0.049600,0.161930,-0.634207,0.262475,0.930187,1.013232,0.729393,-0.791897,0.874442,0.059858,-0.823202,-0.725286,0.440044,0.146145,-0.406585,0.177755,0.009555,0.047668,-0.180277,-0.014620,-0.024282,0.108890,0.128029,0.329069,0.038423,-1.195353,-0.521008,0.051279,1.097057,0.377212,0.275418,-0.190469,0.369508,0.515685,-0.457221
0.243531,-0.084940,-0.145484,0.169135,0.997170,0.736184,-0.155713,-0.138112,1.490080,0.187542,-0.132525,-1.064600,-0.485777,-0.175932,-0.133567,-0.123400,0.147175,0.823430,0.434428,-0.807982,0.048969,0.201635,-1.163879,-1.159688,-0.051789,0.057707,-0.167573,-0.233688,0.492418,0.059523,-0.198710,-0.436501,0.006412,0.750867,1.491223,0.987597,-1.015271,0.415207,0.004800,-0.798918,-1.186222,-0.041106,0.032168,-0.704343,-0.337990,0.474434,-0.043842,-0.318160,-0.279439,0.002675,-0.032727,-0.055857,-1.010900,0.023495,-1.274786,-0.624498,-0.346684,1.408705,0.856079,0.110853,0.374040,1.241797,0.447481,-0.694355
